name,distance,latitude,longitude,address,telephone,rating,review_counts,closed
Kintaro Izakaya,538.2422771655401,43.66417,-79.38006,"['459 Church Street', 'Main Floor', 'Toronto, ON M4Y 4C5', 'Canada']",+1 647-560-5335,4.0,246,False
Skylight Rooftop Bar,469.4008874772828,43.670892665592,-79.3845954,"['90 Bloor Street E', '9th Floor', 'Toronto, ON M4W 1A7', 'Canada']",+1 416-515-2585,4.0,14,False
Horangee Sikdang,180.01133041188245,43.660605,-79.38260199999999,"['431 Yonge Street', 'Toronto, ON M2M 2V3', 'Canada']",,4.5,44,False
Katsuya,389.1174114969635,43.65995,-79.37882,"['66 Gerrard Street E', 'Unit 100', 'Toronto, ON M5B 2M2', 'Canada']",+1 416-591-7756,4.5,501,False
KINKA IZAKAYA ORIGINAL,351.8788343687294,43.66042406856627,-79.37890046282942,"['398 Church Street', 'Toronto, ON M5B 2A2', 'Canada']",+1 416-977-0999,4.0,1818,False
Gurume Sushi,152.26399588152518,43.6613914599157,-79.38099526635763,"['45 Carlton Street', 'unit 5', 'Toronto, ON M5B 2H9', 'Canada']",+1 416-901-8333,5.0,56,False
Mogouyan Hand-Pulled Noodles,743.1786713039263,43.65573,-79.38449,"['124 Dundas St W', 'Toronto, ON M5G 1C3', 'Canada']",,4.5,74,False
Lao Lao Bar,469.00467848669524,43.665799,-79.385537,"['5 Saint Joseph Street', 'Retail 5', 'Toronto, ON M4Y 1Z3', 'Canada']",+1 647-948-8018,4.5,49,False
Afuri,252.6573340842498,43.66272786420948,-79.37943784310166,"['411 Church Street', 'Toronto, ON M4Y 2C2', 'Canada']",+1 416-928-6566,4.0,28,False
Kintaro Izakaya,290.50217814211106,43.66417,-79.38006,"['459 Church Street', 'Main Floor', 'Toronto, ON M4Y 4C5', 'Canada']",+1 647-560-5335,4.0,246,False
Som Tum Jinda,411.89272345509755,43.660198506845894,-79.37821129999999,"['76 Gerrard Street E', 'Toronto, ON M5B 1G6', 'Canada']",+1 416-351-7576,4.0,13,False
Hair of the Dog,247.34246010875447,43.662946823805,-79.379592870241,"['425 Church Street', 'Toronto, ON M4Y 2C3', 'Canada']",+1 416-964-2708,4.0,370,False
Si Lom Thai Bistro,338.86062221854877,43.66503,-79.38082,"['534 Church Street', 'Toronto, ON M4Y', 'Canada']",+1 416-515-0888,4.0,200,False
Sanuki Udon,92.57941267780092,43.66162,-79.38153,"['20 Carlton Street', 'Toronto, ON M5B 2H5', 'Canada']",,4.0,26,False
Jane Deer,198.74562281189458,43.66354580554179,-79.38416037708521,"['516 Yonge Street', 'Toronto, ON M4Y 1X9', 'Canada']",,4.5,2,False
Sinjeon Topokki,323.0464473625323,43.66115,-79.37869,"['377 Church Street', 'Unit 1', 'Toronto, ON M5B 1H9', 'Canada']",+1 416-591-0676,4.5,8,False
The Queen And Beaver Public House,546.910463575799,43.65734,-79.38334,"['35 Elm Street', 'Toronto, ON M5G 1H1', 'Canada']",+1 647-347-2712,4.0,413,False
Egg Club Wellesley,246.57765482436648,43.6642,-79.38389,"['531 Yonge Street', 'Toronto, ON M4Y 1Y5', 'Canada']",+1 416-901-0188,4.5,39,False
Congee Queen,437.8625096546196,43.658302,-79.381986,"['360 Yonge Street', 'Toronto, ON M5B 1S5', 'Canada']",+1 416-200-6988,4.0,51,False
Pocha 1989,355.0282107095563,43.66531,-79.38099,"['542 Church Street', 'Toronto, ON M4Y 2E1', 'Canada']",+1 647-455-1994,3.5,21,False
Dickey's Barbecue Pit Toronto,102.87861059603091,43.66228797498201,-79.3837757,"['472 Yonge Street', 'Toronto, ON M4Y 1X5', 'Canada']",+1 416-413-0002,3.5,18,False
Darvish Restaurant,182.67022786443724,43.66337,-79.38412,"['508 Yonge Street', 'Toronto, ON M4Y 1X9', 'Canada']",+1 416-929-8893,4.0,119,False
Gusto 101,461.121243615292,43.645002131066,-79.400309337027,"['101 Portland Street', 'Toronto, ON M5V 2N3', 'Canada']",+1 416-504-9669,4.0,1152,False
Mira,748.3545964457205,43.64417,-79.39639,"['420A Wellington Street W', 'Toronto, ON M5V 1E3', 'Canada']",+1 647-951-3331,4.5,272,False
Bar Chica,476.34105207496947,43.643879890618265,-79.39968413704536,"['75 Portland Street', 'Toronto, ON M5V 2M9', 'Canada']",+1 416-479-9779,4.5,28,False
1 Kitchen Toronto,287.32340073121014,43.64313343486211,-79.40199552534189,"['550 Wellington Street W', '1 Hotel', 'Toronto, ON M5V 2V4', 'Canada']",+1 416-601-3533,4.0,51,False
Three Monks and a Duck,409.7567647228836,43.64605,-79.40897,"['811 Queen Street W', 'Toronto, ON M6J 1G1', 'Canada']",+1 416-901-9588,4.0,82,False
Ruby Soho,444.4862301059168,43.64423,-79.40015,"['587 King St W', 'Toronto, ON M5V 1M5', 'Canada']",+1 416-901-7829,4.0,47,False
Bar'kada,353.171289584557,43.64642,-79.4071,"['745 Queen Street W', 'Toronto, ON M6J 1G1', 'Canada']",+1 416-551-8889,4.0,31,False
Beast Pizza,84.58518747373084,43.64408,-79.40578,"['96 Tecumseth Street', 'Toronto, ON M6J 2H1', 'Canada']",+1 647-352-6000,4.0,412,False
Frisaca,462.69982266116625,43.64735,-79.40437,"['592 Queen Street W', 'Toronto, ON M6J 1E3', 'Canada']",+1 416-551-7227,4.5,18,False
Zakkushi on Queen West,407.8401977121001,43.64706,-79.40546,"['620 Queen Street W', 'Toronto, ON M6J 1E4', 'Canada']",+1 416-364-5252,4.5,58,False
Edulis,173.5551629399349,43.64195961518665,-79.4065795,"['169 Niagara Street', 'Toronto, ON M5V', 'Canada']",+1 416-703-4222,4.0,121,False
Buca,435.2194153227436,43.64462,-79.40045,"['604 King Street W', 'Toronto, ON M5V 1M6', 'Canada']",+1 416-865-1600,4.0,454,False
The Parlour,344.06494948210565,43.6444882,-79.4015886,"['642 King St W', 'Toronto, ON M5V 1M7', 'Canada']",+1 416-583-2642,4.0,36,False
NaiNai Noodles,245.4707888761283,43.64287659004824,-79.4085401467018,"['852 King Street W', 'Toronto, ON M5V 1P1', 'Canada']",+1 647-830-0320,4.5,21,False
Miss Likklemore's,844.9096949139068,43.64511981042632,-79.39534954726696,"['433 King Street W', 'Toronto, ON M5V 3M4', 'Canada']",+1 647-484-8789,4.5,17,False
Wvrst,377.45872356187056,43.64418555054,-79.401014855291,"['609 King Street W', 'Toronto, ON M5V 1M5', 'Canada']",+1 416-703-7775,4.0,833,False
Smoque N' Bones,493.6216622665114,43.6457027819391,-79.4107432752393,"['869 Queen Street W', 'Toronto, ON M6J 1G4', 'Canada']",+1 647-341-5730,4.0,420,False
Campechano Taquería,473.3512047142127,43.64586,-79.40077,"['504 Adelaide Street W', 'Toronto, ON M5V 1T4', 'Canada']",+1 416-777-2800,4.0,191,False
Hibachi Teppanyaki & Bar,282.857187637907,43.6431385252454,-79.4020506514614,"['550 Wellington Street W', 'Toronto, ON M5V 2V5', 'Canada']",+1 416-367-3888,3.5,117,False
SARA,445.19981659991424,43.64519,-79.40062,"['98 Portland Street', 'Toronto, ON M5V 2N2', 'Canada']",+1 416-985-5721,4.0,84,False
Yuugi Izakaya,222.0514135564532,43.65574,-79.39382,"['49 Baldwin Street', 'Toronto, ON M5T 1L3', 'Canada']",+1 647-343-8282,4.5,83,False
Rikki Tikki,627.6463459234786,43.6540813,-79.4014858,"['209 Augusta Avenue', 'Toronto, ON M5T 2L4', 'Canada']",+1 416-792-3229,5.0,27,False
Mogouyan Hand-Pulled Noodles,892.3743405443543,43.65573,-79.38449,"['124 Dundas St W', 'Toronto, ON M5G 1C3', 'Canada']",,4.5,74,False
Dzo Viet Eatery,442.1144510061616,43.65445,-79.39178,"['308 Dundas Street W', 'Toronto, ON M5T 1G4', 'Canada']",+1 647-346-8843,4.0,158,False
Yeah Yeah Thai,414.26636744297116,43.655288,-79.399358,"['382 Spadina Avenue', 'Toronto, ON M5T 2G5', 'Canada']",+1 416-591-8882,4.0,28,False
Soya Mandarin Kitchen,243.50859710780352,43.65588,-79.39329,"['31 Baldwin Street', 'Toronto, ON M5T 1L1', 'Canada']",+1 416-977-3773,4.0,38,False
Dear Saigon,154.60289929440842,43.658733136900146,-79.39439,"['185 College Street', 'Toronto, ON M5T 1P7', 'Canada']",+1 647-368-7551,4.0,21,False
Rasa,912.5762757353696,43.6627752,-79.4039682,"['196 Robert Street', 'Toronto, ON M5S 2K8', 'Canada']",+1 647-350-8221,4.5,329,False
Kung Fu Beef Chinese BBQ 真牛中式烤肉,453.46584798339796,43.65356,-79.39659,"['460 Dundas St W', 'Toronto, ON M5T 1G9', 'Canada']",+1 647-341-8080,4.5,13,False
Hong Kong Bistro Cafe,468.51382466745014,43.65348,-79.39686,"['472 Dundas Street W', 'Toronto, ON M5T 1G8', 'Canada']",+1 416-598-9188,4.0,118,False
Seven Lives Tacos y Mariscos,558.6151883887877,43.6544903,-79.4008299,"['72 Kensington Avenue', 'Toronto, ON M5T 2K1', 'Canada']",+1 416-393-4636,4.5,1484,False
Omai Restaurant,276.4422241733984,43.6561,-79.39234,"['3 Baldwin Street', 'Toronto, ON M5T 1L1', 'Canada']",+1 647-341-7766,4.0,126,False
Manpuku Japanese Eatery,554.0738932637393,43.65406,-79.39101,"['105 McCaul Street', 'Unit 29-31', 'Toronto, ON M5T 2X4', 'Canada']",+1 416-979-6763,4.0,518,False
Swatow Restaurant,463.22412814542986,43.65386120961627,-79.3980811441803,"['309 Spadina Avenue', 'Toronto, ON M5T 1H1', 'Canada']",+1 416-977-0601,4.0,458,False
Yubu,132.13512601316577,43.65867999430549,-79.39508367329836,"['199 College Street', 'Toronto, ON M5T 1P9', 'Canada']",,4.0,9,False
Holy Cow Japanese Steakhouse,883.6001719100996,43.64993,-79.39145,"['254 Queen Street  W', 'Toronto, ON M5V 1Z8', 'Canada']",+1 416-792-8269,4.0,161,False
Wok Theory,598.4913061717864,43.65280858931245,-79.39892429721007,"['530 Dundas Street W', 'Toronto, ON M5T 1H3', 'Canada']",+1 416-979-2480,4.5,5,False
Prenup Pub,138.8179777223601,43.65868,-79.3947601,"['191 College Street', 'Toronto, ON M5T 1P9', 'Canada']",+1 416-506-4040,3.5,69,False
Juicy Dumpling,625.4940784750366,43.65252,-79.39854,"['280 Spadina Ave', 'Unit M-N', 'Toronto, ON M5T 0A1', 'Canada']",+1 647-352-5678,4.0,637,False
Magical Taste of China,485.25343536135574,43.65329794176252,-79.39690564934813,"['476 Dundas Street', 'Toronto, ON M5T 1G6', 'Canada']",+1 647-348-8966,4.0,71,False
Mogouyan Hand-Pulled Noodles,337.881581369103,43.65573,-79.38449,"['124 Dundas St W', 'Toronto, ON M5G 1C3', 'Canada']",,4.5,74,False
Katsuya,336.747504317556,43.65995,-79.37882,"['66 Gerrard Street E', 'Unit 100', 'Toronto, ON M5B 2M2', 'Canada']",+1 416-591-7756,4.5,501,False
Horangee Sikdang,375.936021375187,43.660605,-79.38260199999999,"['431 Yonge Street', 'Toronto, ON M2M 2V3', 'Canada']",,4.5,44,False
KINKA IZAKAYA ORIGINAL,374.6047894317963,43.66042406856627,-79.37890046282942,"['398 Church Street', 'Toronto, ON M5B 2A2', 'Canada']",+1 416-977-0999,4.0,1818,False
The Queen And Beaver Public House,184.69216245154124,43.65734,-79.38334,"['35 Elm Street', 'Toronto, ON M5G 1H1', 'Canada']",+1 647-347-2712,4.0,413,False
The Rabbit Hole,826.9909278904007,43.64995,-79.37976,"['21 Adelaide Street W', 'Toronto, ON M5H 1L6', 'Canada']",+1 647-480-6963,4.0,38,False
Richmond Station,687.1602906565747,43.6513729,-79.379285,"['1 Richmond Street W', 'Toronto, ON M5H 3W4', 'Canada']",+1 647-748-1444,4.5,908,False
Haidilao Hot Pot,324.54135302573394,43.65463297669771,-79.37983900308609,"['237 Yonge Street', 'Toronto, ON M5B 1N8', 'Canada']",+1 437-778-1068,5.0,34,False
Congee Queen,124.83193738077753,43.658302,-79.381986,"['360 Yonge Street', 'Toronto, ON M5B 1S5', 'Canada']",+1 416-200-6988,4.0,51,False
Gurume Sushi,441.1650563631672,43.6613914599157,-79.38099526635763,"['45 Carlton Street', 'unit 5', 'Toronto, ON M5B 2H9', 'Canada']",+1 416-901-8333,5.0,56,False
Hana Don,342.4846146792281,43.65572,-79.38454,"['128 Dundas Street W', 'Toronto, ON M5G 1C3', 'Canada']",+1 416-348-8688,4.5,22,False
Moon Palace,176.2852372990741,43.6561951,-79.38240341165705,"['40 Dundas Street W', 'Toronto, ON M5G 2C2', 'Canada']",+1 416-551-5666,4.0,62,False
Gyubee Japanese Grill - Dundas,459.6519372563853,43.6551427,-79.3857634,"['157 Dundas St W', 'Toronto, ON M5B 1E4', 'Canada']",+1 416-639-1545,4.5,210,False
The Senator,247.54469023339644,43.65574,-79.37896,"['249 Victoria Street', 'Toronto, ON M5B 1T8', 'Canada']",+1 416-364-7517,4.0,495,False
Som Tum Jinda,382.3539856337731,43.660198506845894,-79.37821129999999,"['76 Gerrard Street E', 'Toronto, ON M5B 1G6', 'Canada']",+1 416-351-7576,4.0,13,False
Daldongnae Korean BBQ - Dundas Square,94.64650409879442,43.658244,-79.381345,"['361 Yonge Street', 'Toronto, ON M5B 1S1', 'Canada']",+1 647-368-8470,4.5,12,False
Barberian's Steak House,94.26514404446434,43.6576,-79.38212,"['7 Elm Street', 'Toronto, ON M5G 1H1', 'Canada']",+1 416-597-0335,4.0,319,False
Dave's Hot Chicken,37.66663756003932,43.65730382869834,-79.38145676185835,"['328 Yonge Street', 'Toronto, ON M5B 1R8', 'Canada']",,4.5,12,False
Hendriks Restaurant & Bar,443.15651542760537,43.653501,-79.380048,"['218 Yonge Street', 'Toronto, ON M5B 2H6', 'Canada']",+1 416-593-9667,4.0,120,False
Vietlicious Toronto,9.514580046893725,43.6573398319754,-79.3810402974486,"['335 Yonge Street', 'Toronto, ON M5B 2L3', 'Canada']",+1 437-237-2119,4.5,5,False
The Rabbit Hole,461.829633895003,43.64995,-79.37976,"['21 Adelaide Street W', 'Toronto, ON M5H 1L6', 'Canada']",+1 647-480-6963,4.0,38,False
Chotto Matte,38.48090335655426,43.6462867067857,-79.3788714800065,"['161 Bay Street', 'Toronto, ON M5J 2S1', 'Canada']",+1 416-988-8097,4.0,165,False
The Butcher Chef,398.374911551219,43.6430184,-79.3757759,"['8 Harbour St', 'Toronto, ON M5J 3B1', 'Canada']",+1 416-223-2250,4.5,17,False
Library Bar,192.72177973764332,43.6461717,-79.3811365,"['100 Front Street W', 'Fairmont Royal York', 'Toronto, ON M5J 1E3', 'Canada']",+1 416-368-2511,4.0,128,False
Amano Trattoria,482.4114665364474,43.64783286048877,-79.37335950322061,"['9 Church Street', 'Toronto, ON M5E 1W1', 'Canada']",+1 647-349-7297,4.5,28,False
Pai Northern Thai Kitchen,826.4240701633024,43.64784,-79.38872,"['18 Duncan Street', 'Toronto, ON M5H 3G8', 'Canada']",+1 416-901-4724,4.5,3495,False
Richmond Station,604.4703940315046,43.6513729,-79.379285,"['1 Richmond Street W', 'Toronto, ON M5H 3W4', 'Canada']",+1 647-748-1444,4.5,908,False
Beerbistro,411.51355093096487,43.64946713499637,-79.3771696548727,"['18 King Street E', 'Toronto, ON M5C 1C4', 'Canada']",+1 416-861-9872,4.0,682,False
King Taps,383.32037864276236,43.6486379269,-79.3817439,"['100 King Street W', 'Toronto, ON M5X 1A9', 'Canada']",+1 647-361-2025,4.0,406,False
The Loose Moose,417.30006363743223,43.64522746,-79.3838502,"['146 Front Street West', 'Toronto, ON M5J 1G2', 'Canada']",+1 416-977-8840,3.5,461,False
Lucie,423.18583132729896,43.649748,-79.378495,"['100 Yonge Street', 'Toronto, ON M5C 2W1', 'Canada']",+1 416-788-9054,5.0,1,False
Reign Restaurant + Bar + Bakery,252.17117534229297,43.64558198366306,-79.38185346634992,"['100 Front St W', 'Toronto, ON M5J 1E3', 'Canada']",+1 416-368-2511,4.0,35,False
Cactus Club Cafe,497.5647834303945,43.64950420768667,-79.38251803088575,"['77 Adelaide Street W', 'Toronto, ON M5H 1P9', 'Canada']",+1 647-748-2025,4.0,610,False
Teller's Bar and Lounge,327.08338151553886,43.64882,-79.37805,"['One King West Hotel & Residence', '1 King Street W', 'Toronto, ON M5H 1A1', 'Canada']",+1 416-548-8100,4.5,6,False
Byblos,773.9036703758171,43.647546,-79.388123,"['11 Duncan Street', 'Toronto, ON M5V 3M2', 'Canada']",+1 647-660-0909,4.5,910,False
KINKA IZAKAYA HARBOURFRONT,513.9409985990528,43.6414222369422,-79.38004409999999,"['110 Harbour Street', 'Unit 108B', 'Toronto, ON M5J 2L9', 'Canada']",+1 647-348-0110,4.0,80,False
Mama Lee's Korean Kitchen,366.061093424165,43.64325,-79.37636,"['16 Yonge Street', 'Unit B', 'Toronto, ON M5E 2A1', 'Canada']",+1 437-917-9355,4.0,27,False
Taverna Mercatto,486.19950231205064,43.6426722096442,-79.3827601467308,"['120 Bremner Boulevard', 'Toronto, ON M5J 3A6', 'Canada']",+1 416-368-9000,3.5,237,False
Steam Whistle Biergarten,772.2004841936288,43.640853,-79.385279,"['255 Bremner Boulevard', 'Bay 7', 'Toronto, ON M5V 3M9', 'Canada']",+1 416-362-2337,4.5,38,False
Clockwork Champagne & Cocktails,257.92262107193756,43.64595,-79.38143,"['100 Front Street W', 'Toronto, ON M5J 1E3', 'Canada']",+1 416-368-2511,4.5,24,False
Lao Lao Bar,322.5399215050586,43.665799,-79.385537,"['5 Saint Joseph Street', 'Retail 5', 'Toronto, ON M4Y 1Z3', 'Canada']",+1 647-948-8018,4.5,49,False
Trattoria Nervosa,423.9499099409429,43.67101,-79.39104,"['75 Yorkville Avenue', 'Toronto, ON M5R 1B8', 'Canada']",+1 416-961-4642,4.0,411,False
Mogouyan Hand-Pulled Noodles,126.87759514768985,43.66943,-79.38671,"['760 Yonge Street', 'Toronto, ON M4Y 2B6', 'Canada']",+1 416-890-1296,4.0,92,False
Okonomi House Restaurant,15.92509280616391,43.668311069021,-79.387133746804,"['23 Charles Street W', 'Toronto, ON M4Y 2R4', 'Canada']",+1 416-925-6176,4.0,320,False
The Bar Jokbal Night Market,160.0651061284617,43.667725,-79.385608,"['639 Yonge Street', 'Toronto, ON M4Y 1Z9', 'Canada']",+1 416-926-8889,4.0,5,False
Pearl Yorkville,49.077094903341624,43.66880829999999,-79.38694269999999,"['730 Yonge Street', 'Toronto, ON M4Y 2B7', 'Canada']",+1 416-920-1233,4.5,3,False
Cafe Landwer - Yonge & Bloor,251.38807947883197,43.67028,-79.38553,"['33 Bloor St E', 'Toronto, ON M4W 3H1', 'Canada']",+1 416-499-9942,4.0,78,False
The Oxley,526.4476368592635,43.67059,-79.39304,"['121 Yorkville Avenue', 'Toronto, ON M5R 1C4', 'Canada']",+1 647-348-1300,4.0,184,False
8Mile Detroit Style Pizza,44.10855703802279,43.66848,-79.38678,"['9 Charles Street West', 'Toronto, ON M4Y 1R4', 'Canada']",+1 647-748-4411,4.5,59,False
Koyoi Restaurant & Bar,241.55415430650024,43.6666786252858,-79.3854676187038,"['2 Irwin Avenue', 'Toronto, ON M4Y 1K9', 'Canada']",+1 647-351-5128,4.0,135,False
Clay Restaurant,476.24930102067003,43.66798,-79.39347,"['111 Queens Park', '3rd Floor', 'Toronto, ON M5S 2C7', 'Canada']",+1 416-586-8086,4.0,22,False
Naan & Kabob,121.29922492317485,43.66905,-79.38606,"['691 Yonge Street', 'Toronto, ON M4Y 2B2', 'Canada']",+1 416-972-6623,4.0,149,False
Public School,346.20576916030456,43.6708779,-79.3845954,"['90 Bloor Street E', 'W Toronto', 'Toronto, ON M4W 3Y1', 'Canada']",+1 416-515-2580,4.0,10,False
Eataly Toronto,181.38908011624534,43.6696154170451,-79.3887948598768,"['55 Bloor Street W', 'Manulife Centre', 'Toronto, ON M4W 1A6', 'Canada']",+1 437-374-0250,3.5,296,False
156 Cumberland,515.8405522509454,43.67004,-79.3933,"['156 Cumberland Street', 'Toronto, ON M5R 1A8', 'Canada']",+1 416-901-3886,4.5,24,False
Sang-Ji Fried Bao,122.31285954950319,43.6686,-79.385637,"['3 Charles Street E', 'Toronto, ON M4Y 2G1', 'Canada']",+1 647-368-8851,4.5,13,False
SHINYI Handmade Dumplings,159.48147526039236,43.6678187,-79.385492,"['641 Yonge Street', 'Toronto, ON M4Y 1Z9', 'Canada']",+1 647-349-3888,4.0,16,False
More Natas Please,130.16120529619948,43.669502211918726,-79.38661023974419,"['762 Yonge Street', 'Toronto, ON M4Y 2B6', 'Canada']",,4.0,10,False
Yuzuki,406.47902379910374,43.6713124,-79.3838651,"['120 Bloor Street E', 'Unit 104', 'Toronto, ON M4Y 0B8', 'Canada']",+1 416-923-2997,4.5,43,False
Tokyo Kitchen,187.24400632114538,43.6690940080509,-79.3851124367706,"['20 Charles Street E', 'Toronto, ON M4Y 1T1', 'Canada']",+1 416-968-9889,4.0,169,False
Lao Lao Bar,560.5628459478439,43.665799,-79.385537,"['5 Saint Joseph Street', 'Retail 5', 'Toronto, ON M4Y 1Z3', 'Canada']",+1 647-948-8018,4.5,49,False
Cafe Landwer - Yonge & Bloor,359.2655054894162,43.67028,-79.38553,"['33 Bloor St E', 'Toronto, ON M4W 3H1', 'Canada']",+1 416-499-9942,4.0,78,False
Mogouyan Hand-Pulled Noodles,436.9348862510465,43.66943,-79.38671,"['760 Yonge Street', 'Toronto, ON M4Y 2B6', 'Canada']",+1 416-890-1296,4.0,92,False
Public School,309.7157151494963,43.6708779,-79.3845954,"['90 Bloor Street E', 'W Toronto', 'Toronto, ON M4W 3Y1', 'Canada']",+1 416-515-2580,4.0,10,False
The Bar Jokbal Night Market,408.65235865080035,43.667725,-79.385608,"['639 Yonge Street', 'Toronto, ON M4Y 1Z9', 'Canada']",+1 416-926-8889,4.0,5,False
Storm Crow Manor,319.7288992435059,43.6667489584503,-79.3816431239247,"['580 Church Street', 'Toronto, ON M4Y 2E5', 'Canada']",+1 416-367-2769,4.0,149,False
Maison Selby,411.81580067813303,43.6712727802952,-79.37660004670653,"['592 Sherbourne Street', 'Toronto, ON M4X 1L4', 'Canada']",+1 647-943-1676,4.0,115,False
Yuzuki,285.2793612852846,43.6713124,-79.3838651,"['120 Bloor Street E', 'Unit 104', 'Toronto, ON M4Y 0B8', 'Canada']",+1 416-923-2997,4.5,43,False
Skylight Rooftop Bar,310.47003533222045,43.670892665592,-79.3845954,"['90 Bloor Street E', '9th Floor', 'Toronto, ON M4W 1A7', 'Canada']",+1 416-515-2585,4.0,14,False
Tinuno,534.7500017620231,43.671107,-79.374843,"['31 Howard Street', 'Toronto, ON M4X 1J6', 'Canada']",+1 647-343-9294,4.0,623,False
Okonomi House Restaurant,500.6793907219516,43.668311069021,-79.387133746804,"['23 Charles Street W', 'Toronto, ON M4Y 2R4', 'Canada']",+1 416-925-6176,4.0,320,False
Sang-Ji Fried Bao,384.9956151297205,43.6686,-79.385637,"['3 Charles Street E', 'Toronto, ON M4Y 2G1', 'Canada']",+1 647-368-8851,4.5,13,False
Dalbam,152.42397737660517,43.669914,-79.383017,"['640 Church Street', 'Toronto, ON M4W 3T5', 'Canada']",,5.0,1,False
Tokyo Kitchen,322.0469265467426,43.6690940080509,-79.3851124367706,"['20 Charles Street E', 'Toronto, ON M4Y 1T1', 'Canada']",+1 416-968-9889,4.0,169,False
Naan & Kabob,394.7113925965723,43.66905,-79.38606,"['691 Yonge Street', 'Toronto, ON M4Y 2B2', 'Canada']",+1 416-972-6623,4.0,149,False
Koyoi Restaurant & Bar,474.59811394094095,43.6666786252858,-79.3854676187038,"['2 Irwin Avenue', 'Toronto, ON M4Y 1K9', 'Canada']",+1 647-351-5128,4.0,135,False
Trattoria Nervosa,814.1526063546005,43.67101,-79.39104,"['75 Yorkville Avenue', 'Toronto, ON M5R 1B8', 'Canada']",+1 416-961-4642,4.0,411,False
Pearl Yorkville,472.58264641081587,43.66880829999999,-79.38694269999999,"['730 Yonge Street', 'Toronto, ON M4Y 2B7', 'Canada']",+1 416-920-1233,4.5,3,False
Si Lom Thai Bistro,510.4039460773776,43.66503,-79.38082,"['534 Church Street', 'Toronto, ON M4Y', 'Canada']",+1 416-515-0888,4.0,200,False
SHINYI Handmade Dumplings,401.63658229759085,43.6678187,-79.385492,"['641 Yonge Street', 'Toronto, ON M4Y 1Z9', 'Canada']",+1 647-349-3888,4.0,16,False
Eastside Social,109.82445520969786,43.661432,-79.339113,"['1008 Queen Street E', 'Toronto, ON M4M 1K1', 'Canada']",+1 416-461-5663,4.5,81,False
Goods & Provisions,219.7495219887262,43.66233,-79.33515,"['1124 Queen Street E', 'Toronto, ON M4M', 'Canada']",+1 647-340-1738,4.0,101,False
Ascari,201.02925850508737,43.6619301,-79.3353424,"['1111 Queen Street E', 'Toronto, ON M4M', 'Canada']",+1 416-792-4157,4.0,128,False
Nodo Leslieville,519.22351667394,43.66311,-79.33162,"['1192 Queen Street East', 'Toronto, ON M4M 1L6', 'Canada']",+1 416-792-4196,4.0,37,False
Wynona,804.4014979474051,43.66706,-79.34454,"['819 Gerrard Street E', 'Toronto, ON M4M 1Y8', 'Canada']",+1 416-778-5171,4.5,62,False
Completo,318.5739708282388,43.6626328,-79.3340575,"['5 Coady Avenue', 'Toronto, ON M4M 2Y9', 'Canada']",+1 416-901-9233,4.5,173,False
CrowdedHouse,345.7777207860896,43.6622812,-79.3335735,"['1161 Queen Street E', 'Toronto, ON M4M 1L3', 'Canada']",+1 416-406-0400,4.5,64,False
Greta Solomon's,208.5347428219808,43.66232,-79.33535,"['1118 Queen Street E', 'Toronto, ON M4M 1K9', 'Canada']",+1 647-347-8640,4.0,48,False
Gio Rana's Really Really Nice Restaurant,620.9994173800866,43.663335336163,-79.3304189287309,"['1220 Queen Street East', 'Toronto, ON M4M 1L7', 'Canada']",+1 416-469-5225,4.0,231,False
La Paella,297.28811692508305,43.6625299,-79.33427,"['1146 Queen Street E', 'Toronto, ON M4M 1L1', 'Canada']",+1 416-546-1055,4.0,41,False
Frankie's,451.20743088323314,43.66054,-79.343175,"['892 Queen Street E', 'Toronto, ON M4M 1J3', 'Canada']",,4.0,39,False
Pasaj,169.26683120287956,43.66218596039454,-79.3358078380287,"['1100 Queen Street E', 'Toronto, ON M4M 1K8', 'Canada']",+1 647-398-9010,4.0,56,False
Dave's Hot Chicken,257.54325081816563,43.66248,-79.33478,"['1130 Queen Street E', 'Toronto, ON M4M 1L1', 'Canada']",+1 416-792-3283,4.0,23,False
Maha’s Cafe,172.67739831449464,43.661297683711034,-79.33987197662323,"['978 Queen Street E', 'Toronto, ON M4M 1K1', 'Canada']",,4.5,5,False
Descendant Detroit Style Pizza,453.7859986910445,43.662889,-79.332404,"['1168 Queen Street E', 'Toronto, ON M4M 1L5', 'Canada']",+1 647-347-1168,4.5,447,False
Slowhand Pizza,32.60173121038195,43.66193458436915,-79.33760594576597,"['99 Pape Avenue', 'Toronto, ON M4M 2V7', 'Canada']",+1 416-469-0001,4.5,8,False
EAT BKK Thai Kitchen,435.10657656776647,43.6605957,-79.3429889,"['898 Queen Street E', 'Toronto, ON M4M 1J3', 'Canada']",+1 416-466-4644,4.0,74,False
Hermie’s,1050.1347967283766,43.65852742206679,-79.3500979,"['701 Queen Street E', 'Toronto, ON M4M 1G6', 'Canada']",+1 416-469-3765,4.5,8,False
TuckShop Kitchen,72.04160887289346,43.66157999166827,-79.33867529999999,"['1022 Queen Street E', 'Toronto, ON M4M 1K4', 'Canada']",+1 437-980-7186,5.0,1,False
The Comrade,855.692588545028,43.659392263038,-79.347948327349,"['758 Queen Street E', 'Toronto, ON M4M 1H4', 'Canada']",+1 416-778-9449,4.0,87,False
Dine & Dim,109.90859488399185,43.6656274,-79.3506883,"['633 Gerrard St E', 'Toronto, ON M4M 1Y2', 'Canada']",+1 416-463-8778,4.5,28,False
